,Unnamed: 0,Unnamed: 0.1,HITId,tweet,sentiment,directness,annotator_sentiment,target,group,label_mix,clean_tw,cluster,cluster_pred
342,342,4372,4373,@user @user @user call ching chong care,fearful_abusive_offensive_disrespectful_normal,indirect,sadness_indifference,origin,asians,origin_asians,call ching chong care,5,4
343,343,5602,5603,@user @user @user call faggot agree somewhat agree disagree,offensive,indirect,indifference_disgust,sexual_orientation,special_needs,sexual_orientation_special_needs,call faggot agree somewhat agree disagree,22,10
344,344,571,572,@user @user @user call n**** tell go back country!,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,women,origin_women,call tell back country ,5,12
345,345,4958,4959,@user @user @user call nigerians african countries shithole? u guys se @url,offensive,indirect,anger_disgust,origin,indian/hindu,origin_indian/hindu,call nigerians african countries shithole guys se,3,7
346,346,1016,1017,@user @user @user called nigger one time,offensive,indirect,anger_sadness,origin,other,origin_other,called nigger one time,7,7
347,347,2456,2457,@user @user @user calling someone cumrag nothing slur raghead complete knob.,offensive_disrespectful,indirect,sadness_indifference,other,other,other_other,calling someone cumrag nothing slur raghead complete knob ,4,13
348,348,497,498,@user @user @user can't believe spic n span van survived wearing make @url,offensive,indirect,anger_fear_shock_sadness_disgust,other,other,other_other, believe spic span van survived wearing make,3,15
349,349,486,487,@user @user @user can't say anything stem orange man. bad mongoloi @url,offensive,indirect,anger_disgust,disability,other,disability_other, say anything stem orange man bad mongoloi,18,1
350,350,3081,3082,@user @user @user can't throw 2 punches row he's horrific spotty cunt,offensive,indirect,anger_disgust,gender,women,gender_women, throw two punches row horrific spotty cunt,19,13
351,351,3428,3429,@user @user @user caribbean immigrants caribbean slaves african slaves. build united @url,offensive,indirect,anger_disgust,origin,women,origin_women,caribbean immigrants caribbean slaves african slaves build united,3,9
352,352,3770,3771,@user @user @user change quoi les chiffres hein ? trois mille migrants ou trois millions de migran @url,offensive,indirect,confusion_shock,origin,immigrants,origin_immigrants,change quoi les chiffres hein trois mille migrants trois millions migran,24,9
353,353,1802,1803,@user @user @user ching chong ling ling,offensive,indirect,anger_disgust,origin,asians,origin_asians,ching chong ling ling,0,4
354,354,4404,4405,@user @user @user ching chong live dimension? @url,normal,indirect,anger_disgust,origin,asians,origin_asians,ching chong live dimension ,5,4
355,355,4440,4441,@user @user @user ching chong!,abusive_offensive_disrespectful_hateful_normal,indirect,shock_disgust,origin,asians,origin_asians,ching chong ,5,4
356,356,1092,1093,@user @user @user chris spic. glad he's gone.,offensive,direct,anger_sadness,origin,hispanics,origin_hispanics,chris spic glad gone ,7,15
357,357,2776,2777,@user @user @user come randy get speed dead raghead reporter last year's news mov @url,offensive,indirect,anger_disgust,other,other,other_other,come randy get speed dead raghead reporter last year news mov,4,26
358,358,1006,1007,@user @user @user comedy spic,offensive,indirect,indifference_disgust,origin,individual,origin_individual,comedy spic,5,15
359,359,871,872,@user @user @user coming militant feminazi...,offensive,indirect,anger_disgust,gender,women,gender_women,coming militant feminazi ,7,14
360,360,4112,4113,@user @user @user congress representing illegal immigrants...who fighting stop invasion americans?,hateful,indirect,anger_disgust,origin,immigrants,origin_immigrants,congress representing illegal immigrants fighting stop invasion americans ,3,9
361,361,2742,2743,@user @user @user cool next time shithole country issue internal strife. le @url,offensive,indirect,indifference_disgust,origin,other,origin_other,cool next time shithole country issue internal strife le,4,12
362,362,1879,1880,@user @user @user countries civilised others lolhave seen shithole @url,offensive,indirect,anger_confusion,origin,other,origin_other,countries civilised others lolhave seen shithole,2,12
363,363,2312,2313,@user @user @user country run like zimbabwe done shithole african state,normal,indirect,sadness_indifference,origin,other,origin_other,country run like zimbabwe done shithole african state,2,12
364,364,1849,1850,@user @user @user cringe still stealing peoples vernacular unoriginal faggot,hateful,indirect,confusion_sadness_shock_indifference_disgust,sexual_orientation,other,sexual_orientation_other,cringe still stealing peoples vernacular unoriginal faggot,19,10
365,365,1265,1266,@user @user @user criticise australia shithole. like @url,normal,indirect,indifference_disgust,origin,other,origin_other,criticise australia shithole like,3,12
366,366,742,743,@user @user @user cunt,offensive,indirect,confusion_indifference,other,women,other_women,cunt,5,19
367,367,4917,4918,@user @user @user da boss' da fucking cunt like. mean world relevan @url,offensive_hateful,indirect,anger_sadness,gender,women,gender_women,da boss fucking cunt like mean world relevan,19,13
368,368,3360,3361,@user @user @user daft lad mongy mate,offensive_hateful,indirect,anger_disgust,disability,special_needs,disability_special_needs,daft lad mongy mate,7,25
369,369,2304,2305,@user @user @user danny's chinaman,offensive_disrespectful,indirect,sadness_indifference,origin,asians,origin_asians,danny chinaman,5,19
370,370,1966,1967,@user @user @user day mongy mels . told derby way yet  3 cups that's,offensive,indirect,sadness_disgust,origin,left_wing_people,origin_left_wing_people,day mongy mels told derby way yet three cups ,18,17
371,371,1138,1139,@user @user @user defense fucking retard,offensive_hateful,direct,fear_shock_indifference_sadness_disgust,disability,special_needs,disability_special_needs,defense fucking retard,7,8
372,372,1896,1897,@user @user @user detect retard @url,offensive,direct,shock_disgust,disability,special_needs,disability_special_needs,detect retard,5,8
373,373,4521,4522,@user @user @user disrespectful cunt.,offensive,indirect,anger_shock,other,other,other_other,disrespectful cunt ,7,3
374,374,2252,2253,@user @user @user donald trump retard-.. people study down's syndrome saying yes @url,offensive_hateful,indirect,anger_confusion_fear_shock_disgust,other,special_needs,other_special_needs,donald trump retard people study syndrome saying yes,3,20
375,375,1431,1432,@user @user @user dont come australian servers ching chong,offensive,direct,confusion_sadness_shock_indifference_disgust,origin,individual,origin_individual,dont come australian servers ching chong,0,4
376,376,765,766,@user @user @user dont compare us mongol nation. u compare ur nation kur @url,offensive_hateful,indirect,sadness_indifference,origin,hispanics,origin_hispanics,dont compare mongol nation compare nation kur,3,1
377,377,1233,1234,@user @user @user dress halloween (retard anger issues) ugly cunt,offensive,direct,anger_confusion_sadness_indifference_disgust,gender,women,gender_women,dress halloween retard anger issues ugly cunt,11,2
378,378,3744,3745,@user @user @user dude im honestly retarded lol,offensive,indirect,confusion_disgust,disability,special_needs,disability_special_needs,dude honestly retarded lol,11,11
379,379,360,361,@user @user @user eating meat - beside point.nthis cunt hunting trophy pos @url,offensive,indirect,fear_shock_indifference_sadness_disgust,other,other,other_other,eating meat beside point nthis cunt hunting trophy pos,22,16
380,380,445,446,@user @user @user family reached full retard @url,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs,disability_special_needs,family reached full retard,7,6
381,381,5030,5031,@user @user @user fat spic frauding... zach virgin phenom dick ride @url,offensive,indirect,anger_disgust,origin,hispanics,origin_hispanics,fat spic frauding zach virgin phenom dick ride,19,16
382,382,5269,5270,@user @user @user finally people waking up. illegal immigrants may new voting bl @url,offensive,indirect,anger_confusion_sadness_shock_indifference,origin,immigrants,origin_immigrants,finally people waking illegal immigrants may new voting bl,8,9
383,383,5087,5088,@user @user @user first learn type fucking mongoloid. second u think artis @url,offensive,indirect,fear_indifference,disability,special_needs,disability_special_needs,first learn type fucking mongoloid second think artis,18,1
384,384,196,197,@user @user @user florida shithole armpit united states. gulf @url,offensive,indirect,anger_disgust,origin,other,origin_other,florida shithole armpit united states gulf,22,16
385,385,4339,4340,@user @user @user fortunately give fuck think twat features. @url,offensive,indirect,anger_fear_indifference_sadness_disgust,other,women,other_women,fortunately give fuck think twat features ,18,22
386,386,2183,2184,@user @user @user found time knock profile up? small heath mongoloid. get job.,offensive,direct,anger_sadness_shock_indifference_disgust,origin,special_needs,origin_special_needs,found time knock profile small heath mongoloid get job ,3,17
387,387,2089,2090,@user @user @user ft mongoloid,offensive,direct,confusion_indifference,origin,hispanics,origin_hispanics,ft mongoloid,5,17
388,388,4526,4527,@user @user @user fuck smoking absolute mongoloid.,offensive,indirect,anger_shock,disability,special_needs,disability_special_needs,fuck smoking absolute mongoloid ,7,17
389,389,1933,1934,@user @user @user fucking retard npc. 97/3? poll showed odds calculation @url,offensive,indirect,anger_disgust,disability,special_needs,disability_special_needs,fucking retard npc number number poll showed odds calculation,13,2
390,390,5247,5248,@user @user @user game retard,offensive,indirect,sadness_indifference,disability,special_needs,disability_special_needs,game retard,5,8
391,391,1679,1680,@user @user @user generally use term retard using words @url,offensive_hateful,indirect,confusion_indifference,disability,special_needs,disability_special_needs,generally use term retard using words,7,20
392,392,4585,4586,@user @user @user gone full retard 1. added dab floss september floss,offensive,indirect,sadness_disgust,disability,special_needs,disability_special_needs,gone full retard number added dab floss september floss,11,6
393,393,1397,1398,@user @user @user grant asked come short notice retard picked @url,offensive_hateful,indirect,anger_sadness,disability,special_needs,disability_special_needs,grant asked come short notice retard picked,7,6
394,394,2205,2206,@user @user @user great arguments retard. fact laughing proves @url,normal,indirect,confusion_sadness_shock_indifference_disgust,disability,special_needs,disability_special_needs,great arguments retard fact laughing proves,11,20
395,395,969,970,@user @user @user great goal. going anyway twat..,offensive,indirect,anger_confusion_sadness_indifference_disgust,gender,women,gender_women,great goal going anyway twat ,18,25
396,396,3137,3138,@user @user @user grid shit guys retarded,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs,disability_special_needs,grid shit guys retarded,11,11
397,397,3389,3390,@user @user @user grown ups show faces use thea names.mongoloid,offensive,indirect,indifference_disgust,disability,special_needs,disability_special_needs,grown ups show faces use thea names mongoloid,3,17
398,398,1697,1698,@user @user @user gun violence law issue special kind retard illegal @url,offensive,indirect,sadness_indifference,disability,special_needs,disability_special_needs,gun violence law issue special kind retard illegal,3,18
399,399,4744,4745,@user @user @user guy said ching chong. u literally stan abuser allow,offensive_hateful,indirect,anger_disgust,origin,individual,origin_individual,guy said ching chong literally stan abuser allow,0,21
400,400,4843,4844,@user @user @user ha! human rights shithole country really go together.,offensive,indirect,anger_shock,origin,other,origin_other,ha human rights shithole country really together ,3,12
401,401,818,819,@user @user @user hahaha fucking cunt... know what's worse. joking terribl @url,offensive,indirect,anger_confusion_fear_sadness_disgust,gender,women,gender_women,hahaha fucking cunt know worse joking terribl,19,3
402,402,6,7,@user @user @user hahaha. one trump's shithole countries?,offensive,indirect,confusion_sadness_indifference_disgust,origin,other,origin_other,hahaha one trump shithole countries ,3,12
403,403,3602,3603,@user @user @user hear canada nice like immigrants. sayin!,fearful_offensive_disrespectful_hateful_normal,indirect,shock_disgust,origin,individual,origin_individual,hear canada nice like immigrants sayin ,18,9
404,404,2390,2391,@user @user @user hector spic,offensive,direct,fear_shock,origin,individual,origin_individual,hector spic,5,15
405,405,626,627,@user @user @user hold previous 10 years retarded redneck hold ton @url,offensive,indirect,anger_sadness_indifference_disgust,disability,special_needs,disability_special_needs,hold previous ten years retarded redneck hold ton,13,2
406,406,3416,3417,@user @user @user hope age 18 saying something utterly embarrassingly retarded.,offensive,indirect,sadness_disgust,disability,special_needs,disability_special_needs,hope age eighteen saying something utterly embarrassingly retarded ,13,20
407,407,3701,3702,@user @user @user huh? fuck retarded bowlcut cunt rock drakes haircut cos suck dick @url,offensive,indirect,anger_disgust,other,special_needs,other_special_needs,huh fuck retarded bowlcut cunt rock drakes haircut cos suck dick,9,23
408,408,1658,1659,@user @user @user hurry vote cunt,offensive_hateful,indirect,anger_disgust,gender,women,gender_women,hurry vote cunt,7,13
409,409,174,175,@user @user @user hypocrisy retard anyways how's johghyun doing?,offensive,indirect,anger_indifference,disability,special_needs,disability_special_needs,hypocrisy retard anyways johghyun ,13,8
410,410,4032,4033,@user @user @user i'll calm stop acting like retard eating turkey sandwiches deal?,offensive_hateful,direct,sadness_disgust,disability,special_needs,disability_special_needs, calm stop acting like retard eating turkey sandwiches deal ,19,6
411,411,3261,3262,@user @user @user id rather listen ching chong music tbh u,offensive,indirect,confusion_fear_indifference_sadness_disgust,origin,other,origin_other,id rather listen ching chong music tbh u,0,4
412,412,3860,3861,@user @user @user illegal immigrants! legal immigrants welcome! quit lying!,offensive,indirect,sadness_disgust,origin,immigrants,origin_immigrants,illegal immigrants legal immigrants welcome quit lying ,3,9
413,413,1281,1282,@user @user @user joya negro gatoo avisen,offensive,indirect,sadness_indifference,origin,individual,origin_individual,joya negro gatoo avisen,7,24
414,414,5045,5046,@user @user @user kno leftist women far biggest domestic threat country. nearly 3/4 @url,offensive,indirect,indifference_disgust,gender,women,gender_women,kno leftist women far biggest domestic threat country nearly number number,8,14
415,415,5435,5436,@user @user @user know feminazi psycho wants take @url,offensive,direct,anger_indifference,gender,women,gender_women,know feminazi psycho wants take,7,14
416,416,927,928,@user @user @user leftist fanatics ... antifa another terrorist organization.,offensive_normal,indirect,anger_shock,other,other,other_other,leftist fanatics antifa another terrorist organization ,8,18
417,417,5206,5207,@user @user @user leftist read social media posts hated refugees immi @url,fearful_hateful,indirect,sadness_indifference,origin,refugees,origin_refugees,leftist read social media posts hated refugees immi,8,18
418,418,3544,3545,@user @user @user like 'media mongol'...?,offensive,indirect,sadness_indifference,origin,left_wing_people,origin_left_wing_people,like media mongol ,5,1
419,419,3452,3453,@user @user @user like rally's go mongoloid,offensive,indirect,anger_disgust,disability,special_needs,disability_special_needs,like rally go mongoloid,7,1
420,420,5338,5339,@user @user @user listen can't say word mongoloid word would us @url,offensive,indirect,confusion_sadness,disability,special_needs,disability_special_needs,listen say word mongoloid word would us,3,1
421,421,330,331,@user @user @user literally spin circles mongol.,offensive,indirect,sadness_indifference,origin,individual,origin_individual,literally spin circles mongol ,5,17
422,422,4738,4739,@user @user @user lol corbyn twat two kind.,offensive,indirect,anger_shock,gender,women,gender_women,lol corbyn twat two kind ,22,25
423,423,3925,3926,@user @user @user look blexit retard!,offensive,indirect,sadness_indifference,disability,special_needs,disability_special_needs,look blexit retard ,7,8
424,424,2360,2361,@user @user @user look scoreboard goddamn retard.  know probably make past 8th grade math.,abusive_hateful,indirect,sadness_disgust,disability,special_needs,disability_special_needs,look scoreboard goddamn retard know probably make past th grade math ,13,20
425,425,5355,5356,@user @user @user lose mongoloid playstyles smh gonna trash m2 today,offensive_hateful,indirect,anger_shock,origin,special_needs,origin_special_needs,lose mongoloid playstyles smh gonna trash today,19,17
426,426,2345,2346,@user @user @user lost raghead.,normal,indirect,confusion_disgust,other,other,other_other,lost raghead ,5,11
427,427,261,262,@user @user @user low life people shithole countries. truth always flowers candy.,offensive,indirect,anger_disgust,origin,other,origin_other,low life people shithole countries truth always flowers candy ,2,12
428,428,2925,2926,@user @user @user mad ching chong. know chinese dirty cheaters need defend team.,abusive_hateful,indirect,confusion_fear_indifference_sadness_disgust,origin,asians,origin_asians,mad ching chong know chinese dirty cheaters need defend team ,21,21
429,429,4682,4683,@user @user @user many illegal aliens move home crystal?,offensive,indirect,fear_indifference,origin,special_needs,origin_special_needs,many illegal aliens move home crystal ,3,9
430,430,5344,5345,@user @user @user matter raghead killed ragheads.,offensive,direct,fear_shock_indifference_sadness_disgust,origin,special_needs,origin_special_needs,matter raghead killed ragheads ,3,25
431,431,5641,5642,@user @user @user maybe @user lied trump use shithole countries @url,hateful,indirect,sadness_disgust,origin,refugees,origin_refugees,maybe lied trump use shithole countries,3,12
432,432,3648,3649,@user @user @user maybe stay shithole countries stand mess *their* politicians built!,offensive_hateful,indirect,sadness_indifference,origin,other,origin_other,maybe stay shithole countries stand mess politicians built ,2,12
433,433,3072,3073,@user @user @user mean like woman along illegal aliens dead people voted f @url,normal,indirect,anger_indifference,origin,other,origin_other,mean like woman along illegal aliens dead people voted f,8,14
434,434,4244,4245,@user @user @user miss part terrorist leftist manifesto?,offensive,indirect,confusion_sadness,other,other,other_other,miss part terrorist leftist manifesto ,3,18
435,435,3806,3807,@user @user @user mongol always spot teams,offensive,indirect,sadness_indifference,origin,individual,origin_individual,mongol always spot teams,5,17
436,436,1107,1108,@user @user @user mongol ruled mongol area present china qin dynasty never less @url,offensive,indirect,anger_sadness,origin,special_needs,origin_special_needs,mongol ruled mongol area present china qin dynasty never less,3,17
437,437,1363,1364,@user @user @user mongoloid dem plant. case inpoint brilliant give migrants deal tweet.,offensive,indirect,anger_fear_shock_indifference_disgust,origin,left_wing_people,origin_left_wing_people,mongoloid dem plant case inpoint brilliant give migrants deal tweet ,8,26
438,438,658,659,@user @user @user mooooooom! immigrants broke laaaaaawwww,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,indian/hindu,origin_indian/hindu,mom immigrants broke law,7,9
439,439,3923,3924,@user @user @user nintendo gone full retard,offensive,indirect,sadness_fear,disability,special_needs,disability_special_needs,nintendo gone full retard,7,6
440,440,5138,5139,@user @user @user nobody asked u faggot,hateful,direct,shock_indifference,sexual_orientation,individual,sexual_orientation_individual,nobody asked faggot,7,10
441,441,4360,4361,@user @user @user northern slavs mixed euro-mongoloid finnic peoples,offensive,indirect,sadness_indifference,disability,other,disability_other,northern slavs mixed euro mongoloid finnic peoples,3,17
442,442,5201,5202,@user @user @user oh i'm sooooo impressed!!!!! chimp broad-speak 'uneducated low info mongoloi @url,disrespectful_hateful,indirect,confusion_fear_shock_indifference_disgust,disability,other,disability_other,oh impressed chimp broad speak uneducated low info mongoloi,4,1
443,443,5395,5396,@user @user @user oh shut twat.,disrespectful_normal,indirect,shock_disgust,other,women,other_women,oh shut twat ,5,3
444,444,2322,2323,@user @user @user oh y'all better tell faggot ass,offensive_hateful,indirect,anger_disgust,sexual_orientation,gay,sexual_orientation_gay,oh better tell faggot ass,18,10
445,445,964,965,@user @user @user ok retard,normal,direct,fear_disgust,disability,special_needs,disability_special_needs,ok retard,5,8
446,446,5305,5306,@user @user @user okay white,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,other,origin_other,okay white,5,22
447,447,418,419,@user @user @user okay white family loves you.,offensive,indirect,confusion_fear_indifference_sadness,origin,other,origin_other,okay white family loves ,7,22
448,448,1086,1087,@user @user @user okay white.,offensive_normal,indirect,anger_confusion_fear_sadness_disgust,origin,other,origin_other,okay white ,5,22
449,449,4712,4713,@user @user @user omg dumb threaten retard,offensive,direct,shock_indifference,disability,special_needs,disability_special_needs,omg dumb threaten retard,11,11
450,450,4610,4611,@user @user @user one = thinks faggot getting abortion single @url,offensive,indirect,confusion_sadness,sexual_orientation,other,sexual_orientation_other,one thinks faggot getting abortion single,18,10
451,451,2211,2212,@user @user @user one wanted mongy mel morris sell up? suppose he's main man @url,abusive_offensive_hateful_disrespectful_normal,indirect,anger_sadness,origin,special_needs,origin_special_needs,one wanted mongy mel morris sell suppose main man,18,1
452,452,188,189,@user @user @user oooft ya cunt  cant belive still photo haha x,offensive,indirect,anger_sadness_shock_indifference_disgust,gender,women,gender_women,oft cunt cant belive still photo haha x,22,13
453,453,1938,1939,@user @user @user outlined mongoloid though.,offensive,indirect,shock_disgust,origin,special_needs,origin_special_needs,outlined mongoloid though ,7,1
454,454,1939,1940,@user @user @user people want stay shithole countries live in.. @url,offensive,indirect,anger_confusion_fear_indifference_disgust,origin,other,origin_other,people want stay shithole countries live ,3,12
455,455,1459,1460,@user @user @user personally im sick billions thrown st refugees. secure borde @url,fearful_offensive_hateful_disrespectful_normal,indirect,anger_confusion_sadness_shock_indifference,origin,special_needs,origin_special_needs,personally sick billions thrown refugees secure borde,3,9
456,456,1786,1787,@user @user @user plz stop singing vaishanav zana bla bla bla mongol warlord genghis khan @url,offensive,indirect,sadness_indifference,origin,other,origin_other,plz stop singing vaishanav zana bla bla bla mongol warlord genghis khan,21,17
457,457,4606,4607,@user @user @user point know words hurt people. retard @url,offensive_normal,indirect,anger_sadness_shock_disgust,disability,special_needs,disability_special_needs,point know words hurt people retard,11,20
458,458,2641,2642,@user @user @user quite possibly retarded response i've ever seen,offensive,indirect,anger_indifference,disability,special_needs,disability_special_needs,quite possibly retarded response ever seen,11,20
459,459,1105,1106,@user @user @user read called mongoloid acted one.nnnow @url,offensive,indirect,sadness_disgust,origin,women,origin_women,read called mongoloid acted one ,7,1
460,460,1595,1596,@user @user @user real women. feminazis. demean men fun ta @url,hateful_disrespectful,indirect,indifference_disgust,gender,women,gender_women,real women feminazis demean men fun ta,22,14
461,461,2251,2252,@user @user @user real.. let's let criminal illegal aliens &amp; ridicule &amp; convict man @url,offensive,indirect,anger_disgust,origin,other,origin_other,real let let criminal illegal aliens ridicule convict man,14,9
462,462,1292,1293,@user @user @user really want go there? lol...either sheltered ignorant twat @url,abusive_offensive,indirect,anger_confusion_fear_indifference_disgust,other,individual,other_individual,really want lol either sheltered ignorant twat,4,20
463,463,2907,2908,@user @user @user reason shithole country. greed cowardice stupidity @url,offensive,indirect,anger_indifference,origin,immigrants,origin_immigrants,reason shithole country greed cowardice stupidity,19,12
464,464,2233,2234,@user @user @user religion twat x @url,offensive,indirect,confusion_disgust,gender,women,gender_women,religion twat x,7,19
465,465,2114,2115,@user @user @user rest country give fuck london shithole,offensive_hateful,direct,anger_indifference,origin,other,origin_other,rest country give fuck london shithole,18,12
466,466,1172,1173,@user @user @user retard,offensive,indirect,anger_disgust,disability,special_needs,disability_special_needs,retard,5,8
467,467,1100,1101,@user @user @user retard comparing hitler mike ashley. get grip,abusive_normal,indirect,anger_fear_shock_indifference_sadness,other,special_needs,other_special_needs,retard comparing hitler mike ashley get grip,11,6
468,468,116,117,@user @user @user retard twitter account looks like.,offensive,indirect,sadness_disgust,disability,special_needs,disability_special_needs,retard twitter account looks like ,7,26
469,469,122,123,@user @user @user retarded.,offensive,direct,anger_indifference,disability,special_needs,disability_special_needs,retarded ,5,19
470,470,2155,2156,@user @user @user rng sorry ching chong :'(,offensive,indirect,anger_indifference,origin,asians,origin_asians,rng sorry ching chong ,0,4
471,471,4330,4331,@user @user @user russia shithole country,offensive,indirect,confusion_fear_shock_sadness_disgust,origin,other,origin_other,russia shithole country,7,12
472,472,4930,4931,@user @user @user say immigrants really mean illegal aliens? @url,offensive_hateful,indirect,anger_shock,origin,left_wing_people,origin_left_wing_people,say immigrants really mean illegal aliens ,3,9
473,473,1337,1338,@user @user @user say limited edition limited fortnitemares mongoloid lmao.,offensive_hateful,indirect,anger_confusion_fear_shock_disgust,gender,special_needs,gender_special_needs,say limited edition limited fortnitemares mongoloid lmao ,22,17
474,474,3077,3078,@user @user @user say mongol mouth?,offensive_hateful,indirect,anger_fear_shock_sadness_disgust,origin,other,origin_other,say mongol mouth ,5,1
475,475,4069,4070,@user @user @user say who? shes shit 5 shes retarded,hateful_disrespectful,indirect,indifference_disgust,disability,special_needs,disability_special_needs,say shes shit five shes retarded,13,11
476,476,3687,3688,@user @user @user saying would rape mum cunt literally sad thing @url,offensive,direct,anger_fear_shock_indifference_disgust,gender,women,gender_women,saying would rape mum cunt literally sad thing,18,14
477,477,3614,3615,@user @user @user says refugees never committed terrorism us. @url,normal,indirect,anger_shock,other,other,other_other,says refugees never committed terrorism ,3,9
478,478,3393,3394,@user @user @user screenshoting instagram followers mongol.. u randy deal,offensive_disrespectful,indirect,anger_fear_shock_indifference_sadness,origin,other,origin_other,screenshoting instagram followers mongol randy deal,3,17
479,479,3805,3806,@user @user @user see faggot love !,offensive_disrespectful,indirect,anger_confusion_sadness_shock_indifference,sexual_orientation,other,sexual_orientation_other,see faggot love ,7,10
480,480,2708,2709,@user @user @user sensitive fragile get block next! iterations. two twat @url,offensive,indirect,anger_fear_shock_indifference_sadness,other,other,other_other,sensitive fragile get block next iterations two twat,4,2
481,481,1034,1035,@user @user @user shame england. discriminate caribbean black immigrants.,offensive,indirect,confusion_sadness,origin,other,origin_other,shame england discriminate caribbean black immigrants ,8,9
482,482,1169,1170,@user @user @user show leftist terrorist attacks last two years. yet we've got mor @url,offensive,indirect,anger_confusion_sadness_shock_disgust,other,other,other_other,show leftist terrorist attacks last two years yet got mor,8,18
483,483,5218,5219,@user @user @user silly cunt ,offensive_disrespectful,indirect,anger_disgust,gender,women,gender_women,silly cunt,5,3
484,484,1875,1876,@user @user @user since chinaman white? smoking?,offensive_hateful,indirect,anger_confusion,origin,other,origin_other,since chinaman white smoking ,7,22
485,485,4654,4655,@user @user @user since slipped retard zone absolutely idea terroris @url,abusive_offensive,indirect,anger_sadness,disability,special_needs,disability_special_needs,since slipped retard zone absolutely idea terroris,11,2
486,486,2632,2633,@user @user @user since ur dumbass fuckin retarded let try educate bit peop @url,offensive,indirect,sadness_disgust,disability,special_needs,disability_special_needs,since dumbass fuckin retarded let try educate bit peop,9,20
487,487,3129,3130,@user @user @user spawned dumbass retarded.,offensive_hateful,indirect,sadness_indifference,disability,special_needs,disability_special_needs,spawned dumbass retarded ,11,11
488,488,1410,1411,@user @user @user specific socks sandals probably worth whole wardrobe mongol,offensive,direct,anger_disgust,origin,individual,origin_individual,specific socks sandals probably worth whole wardrobe mongol,11,1
489,489,749,750,@user @user @user sri lanka president trump would call shithole country. civilize @url,offensive,indirect,anger_confusion_fear_shock_indifference,origin,special_needs,origin_special_needs,sri lanka president trump would call shithole country civilize,2,5
490,490,1079,1080,@user @user @user steve cortes cynical spic! father even speak english @url,offensive,indirect,indifference_disgust,origin,special_needs,origin_special_needs,steve cortes cynical spic father even speak english,18,15
491,491,3147,3148,@user @user @user still need go back shithole countries helped @url,offensive,indirect,confusion_sadness,origin,other,origin_other,still need back shithole countries helped,3,12
492,492,620,621,@user @user @user still trying remember trump called haiti african nations shithole countries.,offensive_disrespectful,indirect,anger_confusion_sadness_shock_disgust,origin,other,origin_other,still trying remember trump called haiti african nations shithole countries ,2,5
493,493,3800,3801,@user @user @user stop attacking journalists science - shithole- countries p @url,offensive_disrespectful,indirect,anger_sadness,origin,other,origin_other,stop attacking journalists science shithole countries p,3,5
494,494,4599,4600,@user @user @user study refugees impact advanced economies concludes investing one euro @url,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,special_needs,origin_special_needs,study refugees impact advanced economies concludes investing one euro,8,9
495,495,1579,1580,@user @user @user stuff'is happens shitholecountries despots charge.,offensive,indirect,confusion_fear_indifference_sadness_disgust,origin,other,origin_other,stuff happens shitholecountries despots charge ,19,25
496,496,4503,4504,@user @user @user stupid twat can't see invasion country @url,hateful,indirect,anger_sadness,origin,women,origin_women,stupid twat see invasion country,7,12
497,497,4833,4834,@user @user @user talking u retard,offensive,indirect,anger_disgust,disability,special_needs,disability_special_needs,talking retard,5,8
498,498,1183,1184,@user @user @user tamilnadu all. even good immigrants suffer self-centere @url,offensive,indirect,anger_confusion_sadness_shock_indifference,origin,other,origin_other,tamilnadu even good immigrants suffer self centere,3,9
499,499,2552,2553,@user @user @user that's point! shithole country get become @url,offensive,indirect,confusion_fear_indifference_sadness,origin,other,origin_other, point shithole country get become,7,12
500,500,1225,1226,@user @user @user there's always twat certainly massive one @user,offensive,indirect,anger_shock_indifference_disgust,other,other,other_other, always twat certainly massive one,7,25
501,501,5246,5247,@user @user @user they're really bypassing one country indonesia shithole @url,hateful_disrespectful,indirect,sadness_disgust,origin,other,origin_other, really bypassing one country indonesia shithole,3,12
502,502,2156,2157,@user @user @user toddlers illegal aliens whose parents broke law...dummy. left white guy,hateful_disrespectful,indirect,anger_indifference,origin,refugees,origin_refugees,toddlers illegal aliens whose parents broke law dummy left white guy,8,9
503,503,2980,2981,@user @user @user trump derides protections immigrants shithole' countries @url,offensive,indirect,confusion_fear_shock_sadness_disgust,origin,left_wing_people,origin_left_wing_people,trump derides protections immigrants shithole countries,3,9
504,504,327,328,@user @user @user trump orange presbyterian mongoloid.,offensive,indirect,anger_sadness,origin,individual,origin_individual,trump orange presbyterian mongoloid ,7,17
505,505,288,289,@user @user @user trump's issue 'shithole' countries full brown people. @url,offensive,indirect,confusion_sadness,origin,refugees,origin_refugees,trump issue shithole countries full brown people ,3,5
506,506,2227,2228,@user @user @user truth? truth ping pong ding dong rng back ching chong @url,offensive,indirect,anger_disgust,origin,indian/hindu,origin_indian/hindu,truth truth ping pong ding dong rng back ching chong,21,4
507,507,1597,1598,@user @user @user twat,fearful_abusive_offensive_hateful_disrespectful,indirect,anger_confusion_sadness_indifference_disgust,gender,special_needs,gender_special_needs,twat,5,19
